lon,lat,id
"7.273919512180072","47.85947215300016","68"
"6.38008354894557","48.19628962358684","88"
"6.16192487823947","48.78876273202912","54"
"6.661306498857356","49.03748102802508","57"
"7.55203882046023","48.671420733559145","67"
"5.381422019772101","48.991164813324374","55"
"4.640801122724053","49.61620658529105","08"
"4.238459105395373","48.949901293025974","51"
"4.640817928506187","45.87096352845218","69"
"6.428265655158019","46.03463249137832","74"
"5.348738904891242","46.0997332517839","01"
"6.087159037781232","47.641255758278724","70"
"4.771608257620071","47.42560550088916","21"
"6.362748184177732","47.16596364762075","25"
"5.697301099303769","46.729348578250914","39"
"4.542746892419954","46.64478734465094","71"
"6.9286195007471685","47.631813337674785","90"
"5.085466504377752","43.545669389039695","13"
"7.116220113675322","43.93821528558252","06"
"6.24447607981549","43.44191375662953","83"
"5.177295071784814","44.00710022003578","84"
"6.244627465599894","44.106324718408175","04"
"5.16738489333936","44.68519496141116","26"
"4.4255628948962915","44.75271462064909","07"
"5.574167489172851","45.263965959463604","38"
"6.442831535569148","45.47755484171692","73"
"2.34282840582264","48.856600474065964","75"
"2.4785661717031293","48.917608302508725","93"
"2.1307528245385052","49.082768744606376","95"
"2.246017695556112","48.84755329821595","92"
"2.425050807118232","49.40999907686776","60"
"3.5593064665217047","49.561120889165025","02"
"2.276214694264202","49.95793558689314","80"
"3.2143021679117756","50.44829105377875","59"
"2.2862586107447793","50.49391808652787","62"
"4.164509849564078","45.72805319701114","42"
"3.1876687551247875","46.39367132133741","03"
"1.4278672896859375","47.61691616042003","41"
"2.344065761447201","47.91191968170698","45"
"1.3700066070599122","48.38799571854784","28"
"2.2434415805843897","48.52268774492641","91"
"2.934074127041472","48.62747482803322","77"
"2.4691306595705265","48.777469887499514","94"
"1.8412362710481829","48.81532606704849","78"
"2.413541160335025","43.10327124504784","11"
"2.1657302099103246","43.78568675213171","81"
"3.3683241025804707","43.57959157409671","34"
"2.522084878842748","42.59982197210569","66"
"1.503634077282902","42.92098355756302","09"
"4.179915556167562","43.9936452173482","30"
"1.8776751225283048","45.35732498742198","19"
"3.8063931364203554","45.12814744654778","43"
"3.140180566165032","45.72590224159194","63"
"0.22260844017771067","47.99490439005253","72"
"0.12784909626870117","48.6230798133251","61"
"-0.3616342478145782","49.09967203799927","14"
"-4.059586601476667","48.261565825497186","29"
"1.0278815292526584","49.65472933341108","76"
"-2.864567657729382","48.44029186674959","22"
"0.9962622421816225","49.1137480301588","27"
"-1.3287827817222992","49.0808127960939","50"
"-1.6381038251579065","48.15498552834462","35"
"-0.6758786175992413","45.78078379368386","17"
"1.2347847268565872","45.89221157725309","87"
"-1.6788094610862399","47.363069611781405","44"
"0.6911453228941609","47.258506418412274","37"
"-0.317784371843707","46.55688404685884","79"
"0.4594021268266957","46.56498606389158","86"
"-0.5594342577623408","47.38989357043757","49"
"-1.2983289123011323","46.67503268568584","85"
"-2.8111627486484636","47.846774124309434","56"
"-0.7611901542110889","43.25622588029098","64"
"0.1638509527622483","43.05372247202383","65"
"0.4528552677199468","43.69291929923108","32"
"1.1748646690310443","43.35883542012094","31"
"-0.7837517685086043","43.96584563913948","40"
"1.282209513129913","44.0857857332742","82"
"0.4607486859470151","44.36795115370177","47"
"-0.5759631810159469","44.82464767824065","33"
"0.7411649508888691","45.1048843397692","24"
